날짜,지점,평균기온(℃),최저기온(℃),최고기온(℃)
2006.8.25,112,25.5,23.7,28.6
2006.8.26,112,26,23.1,31
2006.8.27,112,23.9,22.5,26
2006.8.28,112,24.8,23,29.1
2006.8.29,112,23.5,22.6,24.7
2006.8.30,112,25.4,21.5,28.7
2006.8.31,112,25.7,23,29.2
2006.9.1,112,24.4,20.1,28.7
2006.9.2,112,25.1,22.2,29.2
2006.9.3,112,25.1,22.5,29.1
2006.9.4,112,21.5,17.7,25
2006.9.5,112,20.8,15.8,26.5
2006.9.6,112,19.8,16.2,24.3
2006.9.7,112,21.8,17.3,27.1
2006.9.8,112,21.9,19.5,25.3
2006.9.9,112,17.5,14.8,20.3
2006.9.10,112,17.3,14.8,21.2
2006.9.11,112,17.8,13.1,22
2006.9.12,112,20.9,15.8,26
2006.9.13,112,21.4,16.1,27.1
2006.9.14,112,22.1,18.1,26.1
2006.9.15,112,21.3,18.8,24.7
2006.9.16,112,21.1,18.2,25.2
2006.9.17,112,19.9,17.3,23.1
2006.9.18,112,19,16.7,21.1
2006.9.19,112,20.8,16.7,24.7
2006.9.20,112,22.3,19.1,26.2
2006.9.21,112,23.2,19.6,28.1
2006.9.22,112,22.4,18.3,27.1
2006.9.23,112,21.7,17.3,26.2
2006.9.24,112,20.6,16.2,26.2
2006.9.25,112,20.5,16.7,25.2
2006.9.26,112,20.8,18.6,25.2
2006.9.27,112,21.4,18.3,26.2
2006.9.28,112,20.6,18.7,22.7
2006.9.29,112,20.6,17.5,25.2
2006.9.30,112,21.1,17,25.7
2006.10.1,112,20.8,18.2,25.6
2006.10.2,112,19.8,15.6,25.5
2006.10.3,112,20.1,16,25.1
2006.10.4,112,20.7,17.7,25.7
2006.10.5,112,21.4,17,27.6
2006.10.6,112,20.4,15.6,26.5
2006.10.7,112,20.3,15.8,25.2
2006.10.8,112,19.6,17.1,23
2006.10.9,112,20.2,17.7,23.1
2006.10.10,112,20.4,18.7,23.6
2006.10.11,112,19,14.5,23.2
2006.10.12,112,16.6,11.6,22
2006.10.13,112,18.1,12.5,27.8
2006.10.14,112,18.8,15.5,22.7
2006.10.15,112,18.7,16.2,22.8
2006.10.16,112,19.3,16.2,24
2006.10.17,112,19.4,17.5,21.5
2006.10.18,112,19.3,17.2,22.8
2006.10.19,112,19.1,17.7,21.2
2006.10.20,112,19,14.6,23.6
2006.10.21,112,17.8,13,22.6
2006.10.22,112,17,16,18.7
2006.10.23,112,12.3,10.6,16
2006.10.24,112,13.6,9.5,18.8
2006.10.25,112,13.8,9.1,17.7
2006.10.26,112,15.1,12.5,19.3
2006.10.27,112,13.5,9.8,17.7
2006.10.28,112,15.5,11.3,19.2
2006.10.29,112,15.6,12.1,20.6
2006.10.30,112,14.2,9.8,19.1
2006.10.31,112,15.9,11.8,19.8
2006.11.1,112,15.9,13.8,19.2
2006.11.2,112,14.7,11.3,17.8
2006.11.3,112,15.8,12.1,20.2
2006.11.4,112,16.5,13.6,19.3
2006.11.5,112,13.2,7.9,18.7
2006.11.6,112,5.7,1,10.1
2006.11.7,112,4.9,-0.6,9.1
2006.11.8,112,14.3,8.3,17.7
2006.11.9,112,13.9,8.5,17.5
2006.11.10,112,8.2,5.1,12.6
2006.11.11,112,5.8,2.2,10.5
2006.11.12,112,7.2,1.5,11.8
2006.11.13,112,11.1,7.1,15
2006.11.14,112,6.9,4.4,9.5
2006.11.15,112,7,3.5,10.3
2006.11.16,112,4.4,1.2,7.4
2006.11.17,112,6.5,2.7,10.1
2006.11.18,112,8.8,4.6,14
2006.11.19,112,8.9,5.4,13.3
2006.11.20,112,9,5.5,13.3
2006.11.21,112,9.7,7.1,12.1
2006.11.22,112,6.5,5,9.5
2006.11.23,112,8.3,5,11.8
2006.11.24,112,8.3,6.4,11.6
2006.11.25,112,8.9,4.3,14.6
2006.11.26,112,10.5,7.6,13.3
2006.11.27,112,8.6,7.1,10.6
2006.11.28,112,6.5,4,10.3
2006.11.29,112,3.3,0.8,6
2006.11.30,112,2.6,0.4,4.3
2006.12.1,112,4.1,1.5,7.1
2006.12.2,112,-2,-5.4,3.9
2006.12.3,112,-3.1,-7.1,1
2006.12.4,112,-0.2,-4.5,3.2
2006.12.5,112,4.2,1.2,7.5
2006.12.6,112,5.1,0.8,8.8
2006.12.7,112,5.4,3.4,7.9
2006.12.8,112,6.8,3.5,10
2006.12.9,112,3.4,-0.5,6
2006.12.10,112,0.4,-2.5,3.7
2006.12.11,112,2.9,-1,6.1
2006.12.12,112,6.6,3.7,10.3
2006.12.13,112,6.5,3.5,9.5
2006.12.14,112,4.3,1.2,6.6
2006.12.15,112,5.2,3.4,7.5
2006.12.16,112,3.5,0.6,5.3
2006.12.17,112,-0.6,-3,1.1
2006.12.18,112,-1.7,-4.6,1.6
2006.12.19,112,2,-2.5,5.3
2006.12.20,112,5.2,2.9,9
2006.12.21,112,4.2,0.6,7.5
2006.12.22,112,5.2,3,7.8
2006.12.23,112,3.7,0.3,8
2006.12.24,112,2.8,-1.3,7.1
2006.12.25,112,6.3,0.1,11.1
2006.12.26,112,6.6,3,12
2006.12.27,112,1.7,-2.9,5.9
2006.12.28,112,-7,-9.6,-2.9
2006.12.29,112,-6.9,-11.1,-2.5
2006.12.30,112,-2.6,-6.9,1.2
2006.12.31,112,0.6,-3.5,6.4
2007.1.1,112,4.1,1.2,6.8
2007.1.2,112,3.3,1.7,5.4
2007.1.3,112,5.1,1.2,9.3
2007.1.4,112,4.4,0.4,9.1
2007.1.5,112,5,2.2,8.3
2007.1.6,112,0.5,-3,5.1
2007.1.7,112,-2.4,-5.5,0
2007.1.8,112,-1.9,-4,1.1
2007.1.9,112,-0.9,-4.5,3.2
2007.1.10,112,0.4,-2.2,4.4
2007.1.11,112,-1.2,-4.1,2.4
2007.1.12,112,-2.3,-5,-0.1
2007.1.13,112,-3.9,-6.5,-1.2
2007.1.14,112,-2,-6.5,2.7
2007.1.15,112,0.8,-2.5,4.1
2007.1.16,112,2.7,-0.2,5.8
2007.1.17,112,2.6,-1.7,5.9
2007.1.18,112,1.6,-0.8,4.8
2007.1.19,112,0.2,-3,4.4
2007.1.20,112,1.2,-2.7,5.9
2007.1.21,112,1.5,-2.7,6
2007.1.22,112,1.8,-0.8,4.8
2007.1.23,112,1.5,-2,5.5
2007.1.24,112,1.5,-2,5.9
2007.1.25,112,1.6,-2,5.5
2007.1.26,112,2,0.8,4.6
2007.1.27,112,1.4,-0.5,4
2007.1.28,112,0.6,-2.5,4.5
2007.1.29,112,1.8,-1.7,5.3
2007.1.30,112,-0.3,-4.5,3.9
2007.1.31,112,-2.8,-5.3,0.6
2007.2.1,112,-4.2,-6.5,-1.1
2007.2.2,112,-4.4,-8.1,-1.1
2007.2.3,112,2.1,-4,7.1
2007.2.4,112,2.9,-1.2,8.3
2007.2.5,112,5.7,1,8.3
2007.2.6,112,7.9,5.4,11.6
2007.2.7,112,6.3,1.2,11.6
2007.2.8,112,5,4.4,6.3
2007.2.9,112,4.7,2.9,6.5
2007.2.10,112,3.8,1.2,6
2007.2.11,112,2.1,-1.1,5.3
2007.2.12,112,4.2,0.4,8.5
2007.2.13,112,4.8,2.5,8.3
2007.2.14,112,0.4,-1.7,4.4
2007.2.15,112,1,-1.8,4.5
2007.2.16,112,2.8,-3.2,7.8
2007.2.17,112,6,3.5,10.6
2007.2.18,112,4.8,0.6,10.1
2007.2.19,112,3.7,0.5,9
2007.2.20,112,4.7,1,10.6
2007.2.21,112,5.3,1.8,8.8
2007.2.22,112,6.6,1.2,11.8
2007.2.23,112,3.4,0.2,8
2007.2.24,112,4.3,-1.7,9.8
2007.2.25,112,7.7,6,10.8
2007.2.26,112,8.1,5.3,12.3
2007.2.27,112,6.5,3.5,10.8
2007.2.28,112,8.1,4.1,13.6
2007.3.1,112,10.1,5.6,15.3
2007.3.2,112,9.5,7.5,12.1
2007.3.3,112,9.9,8.1,11.8
2007.3.4,112,11.5,5,15.1
2007.3.5,112,-1.3,-4.3,5
2007.3.6,112,-3.9,-6,-0.5
2007.3.7,112,-1.3,-5.4,1.7
2007.3.8,112,2.3,-1.7,5
2007.3.9,112,5.6,2.2,9
2007.3.10,112,2.7,-2.2,7
2007.3.11,112,1.7,-2.2,4.5
2007.3.12,112,4.3,0.6,7.5
2007.3.13,112,5.5,1.8,9.5
2007.3.14,112,6.6,3.2,10.5
2007.3.15,112,8.5,4.9,13.1
2007.3.16,112,7.3,4.4,11.8
2007.3.17,112,6.2,1.8,11.1
2007.3.18,112,5.7,1.1,10.6
2007.3.19,112,6.4,1.7,11.8
2007.3.20,112,6,4,9.3
2007.3.21,112,6.9,5.5,8.1
2007.3.22,112,7.2,6,10.3
2007.3.23,112,9.9,6,14.6
2007.3.24,112,9.7,8.6,13.6
2007.3.25,112,6.8,4.5,9.8
2007.3.26,112,9.3,4.3,12.6
2007.3.27,112,9.5,7.9,11.8
2007.3.28,112,5.8,3.7,10.6
2007.3.29,112,6.4,2.4,10.6
2007.3.30,112,9.1,4.6,13.5
2007.3.31,112,9.2,7.6,10.6
2007.4.1,112,9.1,7,12.3
2007.4.2,112,6.2,4.6,8.6
2007.4.3,112,6.7,3.7,9.3
2007.4.4,112,6.8,4.3,11.3
2007.4.5,112,7.5,3.7,11.8
2007.4.6,112,8.7,5.9,13.1
2007.4.7,112,8.7,6.9,12.5
2007.4.8,112,9.1,6.5,14.1
2007.4.9,112,9.8,6.1,13.6
2007.4.10,112,10.1,8.8,12.5
2007.4.11,112,10.5,8.6,13.8
2007.4.12,112,12.5,9.3,15.3
2007.4.13,112,9.5,8.3,14.5
2007.4.14,112,10.1,7.1,14.1
2007.4.15,112,11.8,8.3,16.1
2007.4.16,112,9.5,8.1,11.8
2007.4.17,112,10.5,7.8,14.3
2007.4.18,112,10.4,7.4,14.8
2007.4.19,112,11.8,8.3,15.8
2007.4.20,112,12.1,11,14
2007.4.21,112,13.9,11,17.7
2007.4.22,112,12.5,10.6,15.3
2007.4.23,112,13.4,8.8,18.7
2007.4.24,112,11.5,9.8,15.3
2007.4.25,112,11.6,9.5,15.3
2007.4.26,112,13.6,9.5,18.6
2007.4.27,112,14.5,11.6,19.3
2007.4.28,112,12.3,10.1,16.1
2007.4.29,112,14,10.5,18.2
2007.4.30,112,15,12.5,17.8
2007.5.1,112,13.5,11.6,17.6
2007.5.2,112,13.4,10.8,16.7
2007.5.3,112,13.8,12.6,16.2
2007.5.4,112,13.5,11.6,17.5
2007.5.5,112,16.9,11.5,23.8
2007.5.6,112,18,14.3,23.3
2007.5.7,112,15.8,12.1,20.2
2007.5.8,112,16,13.8,20.2
2007.5.9,112,14.8,10.1,20.1
2007.5.10,112,13.7,9.1,18
2007.5.11,112,16.5,12.3,21.8
2007.5.12,112,12.8,11.6,16.1
2007.5.13,112,15.6,10.8,20.5
2007.5.14,112,15.1,13,17.6
2007.5.15,112,17.8,12.5,22.1
2007.5.16,112,16.1,13.3,20.6
2007.5.17,112,16.6,13.6,21.1
2007.5.18,112,14.7,12.1,19.2
2007.5.19,112,15.5,12.6,19.5
2007.5.20,112,16.3,12.5,21
2007.5.21,112,17.9,14,22.3
2007.5.22,112,19.4,15,24.2
2007.5.23,112,20.3,15.5,24.7
2007.5.24,112,19.6,18,22.1
2007.5.25,112,16.9,15,18.8
2007.5.26,112,18.1,14.1,22.3
2007.5.27,112,21,16.2,27.1
2007.5.28,112,20.7,17.2,24.7
2007.5.29,112,16.5,14.3,20.2
2007.5.30,112,17.1,14.1,21.3
2007.5.31,112,20.3,15.6,24.7
2007.6.1,112,18.8,17.5,20.5
2007.6.2,112,20.8,16.7,25.2
2007.6.3,112,22.5,18.8,26.8
2007.6.4,112,19.9,17.7,23.5
2007.6.5,112,18.2,17.2,20.5
2007.6.6,112,18.3,16.8,21.6
2007.6.7,112,18.1,16.6,20.5
2007.6.8,112,18.5,15.8,21.7
2007.6.9,112,19.9,14.8,24.8
2007.6.10,112,21.7,17.2,27.8
2007.6.11,112,21.3,18.1,25
2007.6.12,112,21.7,18.1,26.2
2007.6.13,112,21.3,17.7,26.8
2007.6.14,112,22.9,19.5,28
2007.6.15,112,22.8,17.6,27.7
2007.6.16,112,25.1,18.7,30.5
2007.6.17,112,24.1,20.5,28.5
2007.6.18,112,23.4,19.6,28.6
2007.6.19,112,23.3,19.2,28.5
2007.6.20,112,22,19.7,25.7
2007.6.21,112,20.5,19.2,22.5
2007.6.22,112,23.1,18.7,28.7
2007.6.23,112,22,19.5,25.7
2007.6.24,112,20.5,17.7,23.6
2007.6.25,112,21.5,18.7,25.2
2007.6.26,112,23.5,21.2,27.7
2007.6.27,112,23.3,20.2,26.2
2007.6.28,112,23.2,21.7,24.7
2007.6.29,112,20.8,19.8,21.8
2007.6.30,112,23.9,20,27.1
2007.7.1,112,20.6,19.7,23.3
2007.7.2,112,20.7,19.3,22.2
2007.7.3,112,22,20.2,24.6
2007.7.4,112,21.6,20.2,24.6
2007.7.5,112,21.2,20.2,22.7
2007.7.6,112,24,20.2,29
2007.7.7,112,24.6,22.1,28.5
2007.7.8,112,23.9,20.8,28.2
2007.7.9,112,25.2,21.8,28.8
2007.7.10,112,22.3,20,25.1
2007.7.11,112,19.9,18.6,22.1
2007.7.12,112,22,19.5,25.6
2007.7.13,112,25.1,20.1,29.3
2007.7.14,112,24.3,21.8,28.5
2007.7.15,112,23.3,19.1,26.5
2007.7.16,112,20.8,20,24.1
2007.7.17,112,21.2,18.7,24.6
2007.7.18,112,23.7,19.7,28.2
2007.7.19,112,22.6,21.7,25.3
2007.7.20,112,23.9,21.7,27.5
2007.7.21,112,21.8,21.2,22.7
2007.7.22,112,22.7,19.7,26.2
2007.7.23,112,23.2,21.1,26.6
2007.7.24,112,23.3,20.8,26
2007.7.25,112,23.1,22.3,25.2
2007.7.26,112,24.8,22.2,28
2007.7.27,112,24.9,23.8,27.3
2007.7.28,112,23.6,22.8,25.1
2007.7.29,112,23.5,22.3,25.8
2007.7.30,112,25,21.7,28.7
2007.7.31,112,24.8,22.1,28
2007.8.1,112,25.6,23.6,27.8
2007.8.2,112,26,24.6,27.7
2007.8.3,112,25.5,23.6,28.6
2007.8.4,112,23.4,21.7,24.8
2007.8.5,112,23.6,21.6,26.7
2007.8.6,112,25.2,23.8,27.6
2007.8.7,112,23.9,22.6,25.2
2007.8.8,112,24.6,21.6,26.5
2007.8.9,112,25.5,23.3,27.1
2007.8.10,112,26.8,25.2,29.1
2007.8.11,112,28.5,25.6,31.8
2007.8.12,112,26.1,24.6,28.3
2007.8.13,112,26.1,24.7,28.6
2007.8.14,112,25.1,24.2,26.7
2007.8.15,112,25.4,23.2,28.8
2007.8.16,112,26.2,24.7,29.3
2007.8.17,112,25.7,23.6,29.2
2007.8.18,112,25.5,23.2,29.1
2007.8.19,112,26.1,24.2,29.6
2007.8.20,112,26.2,24.2,29.3
2007.8.21,112,26.5,25.2,28.8
2007.8.22,112,26.9,23.5,30.5
2007.8.23,112,25.4,21.7,29.3
2007.8.24,112,26,22.7,29.7
2007.8.25,112,27,25.2,30.1
2007.8.26,112,26.7,25,29.2
2007.8.27,112,25.7,24,28
2007.8.28,112,25.3,22.6,28
2007.8.29,112,23.7,21.7,26.3
2007.8.30,112,22.6,20.6,24.6
2007.8.31,112,23.3,19.1,26.2
2007.9.1,112,20.5,19.2,23.8
2007.9.2,112,20.3,18.2,21.7
2007.9.3,112,22.4,18.6,26.5
2007.9.4,112,22.8,21.2,24.5
2007.9.5,112,21.5,19.6,24.7
2007.9.6,112,17.4,16.3,19.7
2007.9.7,112,21.1,17.7,25.2
2007.9.8,112,21.6,18.2,25
2007.9.9,112,21.9,17.1,25.2
2007.9.10,112,23.1,20,26.2
2007.9.11,112,23.4,21.7,26.5
2007.9.12,112,23.1,20.2,27
2007.9.13,112,23.8,20.2,26.6
2007.9.14,112,21.9,18.2,25.7
2007.9.15,112,20.5,18,23.2
2007.9.16,112,20.9,18.7,24.1
2007.9.17,112,23.2,18.8,27.6
2007.9.18,112,21.2,19,23
2007.9.19,112,21.9,19.7,25.1
2007.9.20,112,24.4,19.7,28.7
2007.9.21,112,21.5,20.2,23.2
2007.9.22,112,20.5,19.2,22.2
2007.9.23,112,21.5,19,25.3
2007.9.24,112,21.7,18.7,25.6
2007.9.25,112,21.3,18.1,25.3
2007.9.26,112,21.9,19.2,24.7
2007.9.27,112,21,18.1,23
2007.9.28,112,17.3,15.8,19.2
2007.9.29,112,18.2,14.6,21.1
2007.9.30,112,18.2,17.6,18.8
2007.10.1,112,18.5,17,21
2007.10.2,112,19.3,16.6,22.5
2007.10.3,112,19.2,18.1,20.1
2007.10.4,112,20.7,18.2,25.7
2007.10.5,112,21,16.7,25.2
2007.10.6,112,21.3,19.2,24.1
2007.10.7,112,19.7,16,23.1
2007.10.8,112,13.6,11.1,17.2
2007.10.9,112,14.1,8.5,21
2007.10.10,112,15.4,11.6,18.8
2007.10.11,112,16.3,13.3,19.7
2007.10.12,112,16,13.3,20.1
2007.10.13,112,14.5,11.1,19
2007.10.14,112,15.1,11.8,20.2
2007.10.15,112,14.7,10.6,19.2
2007.10.16,112,14.1,9.8,19.5
2007.10.17,112,13.6,10.3,19
2007.10.18,112,13.9,9.3,18.6
2007.10.19,112,11.6,8.5,14.1
2007.10.20,112,7.2,4.5,10.1
2007.10.21,112,12.2,5.5,17.7
2007.10.22,112,15.5,11.6,18.7
2007.10.23,112,15.8,13.6,19.3
2007.10.24,112,15.8,12.5,20.1
2007.10.25,112,16,11.8,21
2007.10.26,112,16.5,13.8,20.5
2007.10.27,112,14.5,10.6,19.7
2007.10.28,112,14.1,11.1,17.2
2007.10.29,112,9.9,8.5,12.5
2007.10.30,112,10.2,6.3,14.6
2007.10.31,112,12.4,9.1,14.8
2007.11.1,112,9.2,6.6,13.1
2007.11.2,112,10.5,6.1,13.5
2007.11.3,112,12.2,8.3,16.1
2007.11.4,112,8.8,4.4,13.6
2007.11.5,112,9.5,5.4,14.3
2007.11.6,112,11,6.5,17
2007.11.7,112,11.9,8.1,17.3
2007.11.8,112,12.6,9.1,17.1
2007.11.9,112,12.1,9.8,16.2
2007.11.10,112,10.5,8.3,12.6
2007.11.11,112,8.9,6.6,12.1
2007.11.12,112,8.7,5,13.1
2007.11.13,112,10.4,6,14.3
2007.11.14,112,11.6,9.5,14.6
2007.11.15,112,8.3,4.5,11.6
2007.11.16,112,5.2,1.3,9.3
2007.11.17,112,6.8,3.2,10.6
2007.11.18,112,-0.7,-3.7,4.5
2007.11.19,112,1.1,-5,6.5
2007.11.20,112,2.6,-0.8,5.9
2007.11.21,112,2.7,-0.5,6.3
2007.11.22,112,4.3,-1.3,7.9
2007.11.23,112,9,5.8,11.5
2007.11.24,112,7,5,10.1
2007.11.25,112,7.1,3.5,11
2007.11.26,112,6.5,1,9.6
2007.11.27,112,2.5,-1.2,7
2007.11.28,112,4.2,-1.5,10.1
2007.11.29,112,6.2,3.2,11.3
2007.11.30,112,2.3,-0.1,5.5
2007.12.1,112,5.9,0.8,9.3
2007.12.2,112,4.6,0.8,8.1
2007.12.3,112,1.5,-1.3,6.9
2007.12.4,112,-1.9,-4.3,0.6
2007.12.5,112,-0.8,-4.1,2
2007.12.6,112,2.7,-0.1,4.5
2007.12.7,112,2.8,0.3,5.1
2007.12.8,112,1.4,-0.3,3.9
2007.12.9,112,2.1,-2.2,7
2007.12.10,112,3,-0.6,5.8
2007.12.11,112,5.5,3.2,8.8
2007.12.12,112,4.6,2.7,7.1
2007.12.13,112,1.6,-1.6,3.7
2007.12.14,112,1.5,-3.5,5.1
2007.12.15,112,2.3,-0.8,5.1
2007.12.16,112,1,-3.5,4.5
2007.12.17,112,3.5,-0.3,6
2007.12.18,112,1.3,-1.7,4.4
2007.12.19,112,2.2,-2,5.5
2007.12.20,112,4.5,2,8.1
2007.12.21,112,2.9,-0.5,6.8
2007.12.22,112,4.6,-0.3,10
2007.12.23,112,3.9,-0.4,7.5
2007.12.24,112,2.7,-2.2,7.8
2007.12.25,112,4.5,0.2,9.1
2007.12.26,112,7.9,3.2,14.3
2007.12.27,112,6.8,3.5,9.8
2007.12.28,112,5.4,4.4,6.6
2007.12.29,112,0,-3.9,4.8
2007.12.30,112,-5.1,-6,-3.9
2007.12.31,112,-3.9,-5.5,-2
2008.1.1,112,-4.8,-7,-2
2008.1.2,112,-2.2,-6,1.1
2008.1.3,112,2.3,-1,7
2008.1.4,112,0.3,-3.2,4.3
2008.1.5,112,3,-1,7
2008.1.6,112,5.6,3.2,7.8
2008.1.7,112,2.5,-0.6,6.1
2008.1.8,112,2.2,-0.8,5.5
2008.1.9,112,0.8,-1.7,3.4
2008.1.10,112,-0.5,-4.5,4
2008.1.11,112,-0.4,-2.5,1.2
2008.1.12,112,0,-4.1,3
2008.1.13,112,-5.1,-8.3,-2
2008.1.14,112,-3.7,-6.4,0.8
2008.1.15,112,-4,-7.4,-0.6
2008.1.16,112,-6.2,-8.6,-2.7
2008.1.17,112,-6.9,-10.5,-3.9
2008.1.18,112,-4.9,-8.6,-1
2008.1.19,112,-2.4,-6.7,1.4
2008.1.20,112,1.2,-3,4.7
2008.1.21,112,2.1,0.4,3.5
2008.1.22,112,1.2,0,2
2008.1.23,112,-2.4,-6.8,1.3
2008.1.24,112,-6.3,-9.1,-2.6
2008.1.25,112,-5.7,-8.8,-2.5
2008.1.26,112,-3.3,-6.7,1.2
2008.1.27,112,-2.2,-6.3,3.2
2008.1.28,112,-1.4,-3.8,1.9
2008.1.29,112,-0.5,-3.4,3.2
2008.1.30,112,-1.8,-4.2,0.5
2008.1.31,112,-3.5,-6.1,-0.1
2008.2.1,112,-3,-7.1,1.6
2008.2.2,112,-1.1,-5.3,3.3
2008.2.3,112,-0.7,-3,2.3
2008.2.4,112,-2.1,-4,1.7
2008.2.5,112,-2.6,-6.1,0.8
2008.2.6,112,-2.5,-4.9,0.8
2008.2.7,112,-3.2,-6.7,0.7
2008.2.8,112,-2.2,-6.9,2.1
2008.2.9,112,-1.4,-3.7,1
2008.2.10,112,-1,-5.3,3.2
2008.2.11,112,-0.2,-2.7,4.3
2008.2.12,112,-5.9,-8.4,-1.9
2008.2.13,112,-4.6,-8.5,-1.1
2008.2.14,112,-1.2,-5.6,3.1
2008.2.15,112,-2.7,-4.7,0
2008.2.16,112,-2.3,-5.2,1.3
2008.2.17,112,-1.8,-4.7,1.5
2008.2.18,112,-1.5,-5.6,3.3
2008.2.19,112,0.5,-5.2,4.1
2008.2.20,112,2.8,-0.5,6.8
2008.2.21,112,4.3,-0.3,8.8
2008.2.22,112,5.1,0.1,9.7
2008.2.23,112,-1.9,-4.8,1.6
2008.2.24,112,-2.1,-7.2,3.1
2008.2.25,112,-0.6,-3.4,1.8
2008.2.26,112,-0.2,-1.7,2.3
2008.2.27,112,2.1,-1.8,6.1
2008.2.28,112,3.5,-0.4,7.5
2008.2.29,112,4.8,3.3,8.4
2008.3.1,112,3.6,0.6,7.5
2008.3.2,112,3.5,1.7,6.9
2008.3.3,112,3.4,0.3,7.2
2008.3.4,112,3,-0.5,7.3
2008.3.5,112,3.5,-0.5,7.8
2008.3.6,112,4.5,2.5,8.7
2008.3.7,112,4.9,1.1,9.6
2008.3.8,112,4.7,1.2,9.3
2008.3.9,112,5.1,3,9.7
2008.3.10,112,6.2,4.2,9.5
2008.3.11,112,9.4,6.6,13.9
2008.3.12,112,11.7,7.9,17.4
2008.3.13,112,9,6.8,11.3
2008.3.14,112,7.5,3.4,13.5
2008.3.15,112,7,4.5,11
2008.3.16,112,6.6,4.1,11.4
2008.3.17,112,7.1,2,13.3
2008.3.18,112,10.8,6,16.3
2008.3.19,112,11.3,7.1,19.1
2008.3.20,112,10.6,4.2,16.9
2008.3.21,112,11.7,7.7,16.5
2008.3.22,112,10.5,7.9,14.6
2008.3.23,112,7.4,5,8.9
2008.3.24,112,6.6,4.7,10.7
2008.3.25,112,5.1,4.3,6.2
2008.3.26,112,6.8,4.3,10.3
2008.3.27,112,7.1,5.4,9.8
2008.3.28,112,6.9,3.5,11
2008.3.29,112,6.7,5.3,8
2008.3.30,112,7.4,5.8,9.7
2008.3.31,112,8.1,5.1,12
2008.4.1,112,8.8,5.9,13.1
2008.4.2,112,7.7,6.6,9.9
2008.4.3,112,8.3,6.3,12.4
2008.4.4,112,9.4,4.9,14.5
2008.4.5,112,11.4,8.5,15.2
2008.4.6,112,13.2,7.7,21.6
2008.4.7,112,12.1,9.2,16.8
2008.4.8,112,14.3,8.6,19.8
2008.4.9,112,13.8,9.7,17.2
2008.4.10,112,14.9,9.6,21.4
2008.4.11,112,11,8.8,14.9
2008.4.12,112,13.4,8.3,18.8
2008.4.13,112,11.3,8.6,14.5
2008.4.14,112,11.7,7.3,17.2
2008.4.15,112,13.3,9.2,18.5
2008.4.16,112,15.3,9.8,22.7
2008.4.17,112,18.3,12.7,23.6
2008.4.18,112,16.9,12.7,23.1
2008.4.19,112,17.4,11.8,24.8
2008.4.20,112,18.3,13,23.5
2008.4.21,112,19.1,15.9,22.7
2008.4.22,112,15.6,12.3,19.2
2008.4.23,112,9.8,7.9,12.8
2008.4.24,112,9.4,6.3,13.2
2008.4.25,112,12.3,9,17
2008.4.26,112,10.3,7.6,13.4
2008.4.27,112,10.8,9,14.9
2008.4.28,112,13.1,7.7,20
2008.4.29,112,14.6,11.7,19.1
2008.4.30,112,16.4,11.7,21.8
2008.5.1,112,18.5,16.3,21.4
2008.5.2,112,18.8,15.2,23.7
2008.5.3,112,18.7,14.7,23.8
2008.5.4,112,17,14.5,21
2008.5.5,112,14.7,11.3,19.4
2008.5.6,112,15.6,11.2,19.9
2008.5.7,112,16,14.2,19.1
2008.5.8,112,17.5,13.9,23.3
2008.5.9,112,19,14.8,24
2008.5.10,112,17.1,13,23.4
2008.5.11,112,15.5,11.1,20.6
2008.5.12,112,15.1,12.1,19.5
2008.5.13,112,12.4,10.6,15.9
2008.5.14,112,12.5,8.9,16.5
2008.5.15,112,13.6,10.3,18.1
2008.5.16,112,14.7,10.8,19.3
2008.5.17,112,15.8,11.3,21.1
2008.5.18,112,13.2,12.2,15.2
2008.5.19,112,12.6,9.8,16.6
2008.5.20,112,14.2,9.6,18.3
2008.5.21,112,16.4,13.2,19.5
2008.5.22,112,19.2,15.1,22.4
2008.5.23,112,20.8,17.8,23.7
2008.5.24,112,21.8,17.6,27.3
2008.5.25,112,18.3,13.9,23.6
2008.5.26,112,15.8,13.3,20.1
2008.5.27,112,17.3,13.8,22.1
2008.5.28,112,18.4,16.3,21.4
2008.5.29,112,20.1,15.9,25.7
2008.5.30,112,16,13.9,18.1
2008.5.31,112,16.7,13.2,20.6
2008.6.1,112,20.3,15.1,24.6
2008.6.2,112,20,16.8,23.4
2008.6.3,112,19.2,16.1,23.8
2008.6.4,112,17.4,16,19.4
2008.6.5,112,15.7,14.5,19.1
2008.6.6,112,15.6,13.5,17.9
2008.6.7,112,17.9,15.7,21.6
2008.6.8,112,17.9,15.9,23.3
2008.6.9,112,19.6,15.8,24.2
2008.6.10,112,20.4,17.8,24.3
2008.6.11,112,23,16.8,28
2008.6.12,112,20.8,17.2,26
2008.6.13,112,17.9,15.8,22.7
2008.6.14,112,22.9,16.6,28.6
2008.6.15,112,23.1,19,27.5
2008.6.16,112,22.8,17.1,27.7
2008.6.17,112,21.6,17.6,24.3
2008.6.18,112,19.1,17.5,23
2008.6.19,112,19.7,17.1,23.3
2008.6.20,112,22.5,18.7,26.9
2008.6.21,112,23.2,20.3,26.9
2008.6.22,112,23,19,27.9
2008.6.23,112,21.1,18.4,24.1
2008.6.24,112,22.5,19.5,26.3
2008.6.25,112,22.5,18.6,27.2
2008.6.26,112,21.9,19.3,25.7
2008.6.27,112,21.7,19.2,24.7
2008.6.28,112,22.4,20.3,24.5
